StartDate,ParkName,Phone,MovieName,MovieClosedCaption,MovieRating,ParkAddress,CommunityAreas,ZipCode,Wards,Year,Weekday,longitude,latitude,month
,Ward (Aaron Montgomery) Park,(312) 742-7895,Dirty Dancing,Yes,PG-13,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",37,4446,36,2016,,-87.6422346,41.89351,
,Avondale Park,(773) 478-1410,Daddy Day Care,Yes,PG,"3516 W. School St.
Chicago, IL
(41.941088, -87.714)",22,21538,12,2016,,-86.7723681,33.5217307,
,Davis Square Park,(312) 747-6107,The Mighty Ducks,Yes,PG,"4430 S. Marshfield Ave.
Chicago, IL
(41.813515, -87.666312)",59,14924,3,2016,,-87.6675322,41.81302,
,Taylor-Lauridsen Playground Park,(312) 747-6729,Teenage Mutant Ninja Turtles (2014),Yes,PG-13,"704 W. 42nd St.
Chicago, IL
(41.817588, -87.643286)",59,14924,48,2016,,-87.6429822,41.8182065,
,Mann Park,(773) 646-0210,The Peanuts Movie,Yes,G,"3035 E. 130th St.
Chicago, IL
(41.659159, -87.5502)",52,22250,47,2016,,-87.5506695,41.6572788,
,Gompers Park,(773) 685-3270,A League of Their Own,N/A,PG,"4222 W. Foster Ave.
Chicago, IL
(41.97542, -87.734518)",14,21869,38,2016,,-87.7367788,41.9761424,
,Archer Park,(773) 284-7029,The Good Dinosaur,Yes,PG,"4901 S. Kilbourn Ave.
Chicago, IL
(41.803782, -87.735659)",54,22248,8,2016,,-87.7347903,41.8045458,
,Wicker Park,(312) 742-7553,Beetlejuice,Yes,PG,"1425 N. Damen Avenue
Chicago, IL
(41.90763, -87.677389)",25,21560,41,2016,,-87.6775672,41.9104892,
,Midway Plaisance Park,(312) 745-2470,Dr. Seuss' The Lorax,N/A,PG,"1130 Midway Plaisance North
Chicago, IL",,,,2016,,-87.593919,41.7868907,
,Ward (Aaron Montgomery) Park,(312) 742-7895,The Intern,Yes,PG-13,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",37,4446,36,2016,,-87.6422346,41.89351,
,Calumet Park,(312) 747-6039,Club Frontera,No,NR,"9801 S. Avenue G
Chicago, IL
(41.717823, -87.531589)",49,21202,47,2016,,-87.6607948,41.6628909,
,Hollywood Park,(773) 478-3482,Ronaldo,Yes,PG-13,"3312 W. Thorndale Ave.
Chicago, IL
(41.988473, -87.71257)",13,4450,38,2016,,-87.7473954,41.6559118,
,Kosciuszko Park,(312) 742-7546,Max (2015),Yes,PG,"2732 N. Avers Ave.
Chicago, IL
(41.93101, -87.723287)",23,22535,17,2016,,-87.7250021,41.9309688,
,Lindblom Park,(312) 747-6443,Ghost,Yes,PG-13,"6054 S. Damen Ave.
Chicago, IL
(41.783375, -87.67402)",65,22257,2,2016,,-87.6749586,41.7842469,
,Chicago Women's Park and Gardens,(312) 328-0821,Zootopia,Yes,PG,"1801 S. Indiana Ave.
Chicago, IL
(41.857935, -87.622279)",34,21194,9,2016,,-87.6220159,41.8576592,
,Gross Park,(312) 742-7528,Guardians of the Galaxy,Yes,PG-13,"2708 W. Lawrence Ave.
Chicago, IL
(41.968581, -87.696593)",6,21849,24,2016,,-87.6966445,41.969068,
,Jonquil Park,(312) 742-7816,Jurassic Park,Yes,PG-13,"1001 W. Wrightwood Ave.
Chicago, IL
(41.929029, -87.653839)",68,21190,34,2016,,-87.6545678,41.9284789,
,Eckhart Park,(312) 746-5490,Spaceballs,Yes,PG,"1330 W. Chicago Ave.
Chicago, IL
(41.896208, -87.660751)",25,22620,46,2016,,-87.6612032,41.8972278,
,Sherwood Park,(773) 256-0926,Sparkle (2012),N/A,PG-13,"5701 S. Shields Ave.
Chicago, IL
(41.790484, -87.634039)",66,21559,4,2016,,-87.634492,41.7899907,
,Kedvale Park,(312) 742-7543,Jurassic World,Yes,PG-13,"4134 W. Hirsch St.
Chicago, IL
(41.906237, -87.730323)",24,4299,49,2016,,-87.7300436,41.9065878,
,Bell Park,(312) 746-5008,Frozen,Yes,PG,"3020 N. Oak Park Ave.
Chicago, IL
(41.935253, -87.795593)",18,22254,44,2016,,-94.2660266,35.2271004,
,Kathy Osterman Beach,(312) 742-5121,Les Demoiselles de Rochefort,No,G,"5800 N. Lake Shore Dr.
Chicago, IL",,,,2016,,-87.6519968,41.9861856,
,Harris Park,(312) 747-2706,Goosebumps,Yes,PG,"6200 S. Drexel Ave.
Chicago, IL
(41.782258, -87.604362)",9,22260,4,2016,,-94.3750745,38.9042466,
,Peterson Park,(312) 742-7584,Maze Runner: The Scorch Trials,Yes,PG-13,"5801 N. Pulaski Rd.
Chicago, IL
(41.986333, -87.728537)",13,22532,38,2016,,-87.7203402,41.9881794,
,Armstrong Park,(312) 747-7138,Minions,Yes,PG,"4433 S. St. Lawrence Ave.
Chicago, IL
(41.813933, -87.611578)",4,4301,9,2016,,-90.0677536,29.9627574,
,Blackhawk Park,(312) 746-5014,Rio 2,Yes,G,"2318 N. Lavergne Ave.
Chicago, IL
(41.923288, -87.751205)",19,22615,44,2016,,-87.7526523,41.9228418,
,Foster Park,(312) 747-6135,Jurassic World,Yes,PG-13,"1440 W. 84th St.
Chicago, IL
(41.741345, -87.659988)",70,21554,13,2016,,-87.6600046,41.7409628,
,Kilbourn Park,(773) 685-3351,Pa! Por Mis Hijos Lo Que Sea (Dad),No,NR,"3501 N. Kilbourn Ave.
Chicago, IL
(41.944504, -87.739651)",16,22618,21,2016,,-87.7389881,41.9440637,
,Jensen Park,(312) 742-7054,Pacific Rim,N/A,PG-13,"4650 N. Lawndale Ave.
Chicago, IL
(41.9657, -87.720608)",14,21849,12,2016,,-87.7210519,41.9655488,
,Midway Plaisance Park,(312) 745-2470,Zootopia,N/A,PG,"1130 Midway Plaisance North
Chicago, IL",,,,2016,,-87.593919,41.7868907,
,Oriole Park,(773) 631-6197,UP,N/A,PG,"5430 N. Olcott Ave.
Chicago, IL
(41.977688, -87.814434)",36,4448,29,2016,,-87.815456,41.9795107,
,Independence Park,(773) 478-3538,Rocky,N/A,PG,"3945 N. Springfield Ave.
Chicago, IL
(41.952657, -87.72507)",16,21538,50,2016,,-87.7237263,41.9526374,
,Daniel Webster Park,(312) 257-4486,Minions,N/A,N/A,"1357 S. Indiana
Chicago, IL
(41.864392, -87.622376)",34,14913,9,2016,,-87.6217023,41.8644693,
,Lincoln Park,(312) 742-7726,Lawrence of Arabia,Yes,PG,"500-5700 N. Lake Shore Drive
Chicago, IL
(41.89111, -87.6143)",37,21182,36,2016,,-87.6487783,41.9254701,
,Oakdale Park,(312) 747-6569,Jurassic World,Yes,PG-13,"965 W. 95th St.
Chicago, IL
(41.721324, -87.648147)",72,22212,13,2016,,-97.7451667,32.2394207,
,Wolfe Playground Park,(312) 747-7005,Jurassic World,Yes,PG-13,"3325 E. 108th St.
Chicago, IL
(41.699134, -87.542709)",49,21202,47,2016,,-87.5431298,41.6982163,
,O'Hallaren Park,(312) 747-6573,Ant-Man,Yes,PG-13,"8335 S. Honore St.
Chicago, IL
(41.742142, -87.66922)",70,21554,13,2016,,-87.6692438,41.7420613,
,Cotton Tail Park,(312) 742-3918,Finding Nemo,Yes,G,"44 W. 15th St.
Chicago, IL
(41.861916, -87.629097)",34,14913,9,2016,,-87.6288653,41.862396,
,South Shore Cultural Center,(773) 256-0149,Creed,Yes,PG-13,"7059 S. South Shore Dr.
Chicago, IL
(41.766242, -87.562783)",39,22538,37,2016,,-87.5635963,41.7691802,
,Piotrowski Park,(312) 747-6608,Sin Hijos (No Kids),No,NR,"4247 W. 31st St.
Chicago, IL
(41.836813, -87.731076)",32,21569,28,2016,,-87.7309295,41.8348342,
,Daniel Webster Park,(312) 257-4486,Ferris Bueller's Day Off,Yes,PG-13,"1357 S. Indiana
Chicago, IL
(41.864392, -87.622376)",34,14913,9,2016,,-87.6217023,41.8644693,
,Chippewa Park,(773) 761-0380,Zootopia,Yes,PG,"6748 N. Sacramento Ave.
Chicago, IL
(42.004309, -87.70461)",20,22528,27,2016,,-87.7052222,42.0039662,
,Trebes Park,(312) 742-7769,Goosebumps,Yes,PG,"2250 N. Clifton Ave.
Chicago, IL
(41.922768, -87.657146)",68,21190,34,2016,,-87.6577043,41.9220656,
,Vittum Park,(773) 284-6022,Jurassic World,Yes,PG-13,"5010 W. 50th St.
Chicago, IL
(41.801881, -87.762183)",,22268,,2016,,-87.7483454,41.8029957,
,Merrimac Park,(773) 685-3382,Big Hero 6,N/A,PG,"6343 W. Irving Park Rd.
Chicago, IL
(41.952941, -87.785768)",15,22254,19,2016,,-87.7853429,41.9518985,
,Wrightwood Park,(312) 742-7816,Jurassic World,Yes,PG-13,"2534 N. Greenview Ave.
Chicago, IL
(41.927985, -87.665809)",68,21190,11,2016,,-87.6664639,41.9282184,
,Marquette Park,(312) 747-6469,Inside Out,Yes,PG,"6743 S. Kedzie Ave.
Chicago, IL
(41.77132, -87.702908)",64,21867,31,2016,,-87.7032024,41.7686101,
,Humboldt Park,(312) 742-7549,Maze Runner: The Scorch Trials,Yes,PG-13,"1400 N. Sacramento Ave
Chicago, IL
(41.902766, -87.701791)",25,21560,49,2016,,-87.721293,41.8990752,
,"Bartelme, Mary Park",(312) 746-5494,Night at the Museum,Yes,PG,"115 S. Sangamon St.
Chicago, IL
(41.879642, -87.650804)",29,14917,26,2016,,-87.6502418,41.8798425,
,Shabbona Park,(773) 685-6205,The Martian,Yes,PG-13,"6935 W. Addison St.
Chicago, IL
(41.945407, -87.800259)",17,22254,19,2016,,-87.8001607,41.9427387,
,Kathy Osterman Beach,(312) 742-5121,"To Wong Foo, Thanks for Everything, Julie Newmar",Yes,PG-13,"5800 N. Lake Shore Dr.
Chicago, IL",,,,2016,,-87.6519968,41.9861856,
,Lincoln Park,(312) 742-7726,Vertigo,Yes,PG,"500-5700 N. Lake Shore Drive
Chicago, IL
(41.89111, -87.6143)",37,21182,36,2016,,-87.6487783,41.9254701,
,Berger Park,(773) 761-0376,The Sting,No,PG,"6205 N. Sheridan Rd.
Chicago, IL
(41.994711, -87.655536)",76,4451,16,2016,,-87.6551161,41.9948704,
,Unity Playlot Park,(312) 742-7546,Inside Out,Yes,PG,"2636 N. Kimball Ave.
Chicago, IL
(41.929239, -87.712198)",23,22535,12,2016,,-87.7126041,41.9299083,
,Winnemac Park,(312) 742-5101,Jurassic World,Yes,PG-13,"5100 N. Leavitt St.
Chicago, IL
(41.974286, -87.684226)",6,21849,24,2016,,-87.6819813,41.9741228,
,Hamilton Park,(312) 747-6174,The Hunger Games: Mockingjay - Part 2,Yes,PG-13,"513 W. 72nd St.
Chicago, IL
(41.763485, -87.63878)",66,21559,32,2016,,-96.7637116,32.9171005,
,Oz Park,(312) 742-7898,The Wizard of Oz,Yes,G,"2021 N. Burling St.
Chicago, IL
(41.919045, -87.647303)",68,21190,34,2016,,-87.6456607,41.9208947,
,Berger Park,(773) 761-0376,Best in Show,N/A,PG-13,"6205 N. Sheridan Rd.
Chicago, IL
(41.994711, -87.655536)",76,4451,16,2016,,-87.6551161,41.9948704,
,Moore Park,(773) 287-0561,Inside Out,Yes,PG,"5085 W. Adams St.
Chicago, IL
(41.878517, -87.752765)",26,22216,23,2016,,-97.4893384,35.3352419,
,Oz Park,(312) 742-7898,Field of Dreams,Yes,PG,"2021 N. Burling St.
Chicago, IL
(41.919045, -87.647303)",68,21190,34,2016,,-87.6456607,41.9208947,
,Veterans' Memorial Park,(312) 747-6812,Inside Out,Yes,PG,"2820 E. 98th St.
Chicago, IL
(41.717305, -87.555391)",48,21202,47,2016,,-97.3455909,37.6906639,
,White (Willye B.) Park,(773) 262-5051,Minions,Yes,PG,"1610 W. Howard
Chicago, IL
(42.019399, -87.671582)",10,21853,5,2016,,-87.6708443,42.0197679,
,Ward (Aaron Montgomery) Park,(312) 742-7895,Bridge of Spies,Yes,PG-13,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",37,4446,36,2016,,-87.6422346,41.89351,
,Owens Park,(312) 747-6709,The Amazing Spider Man 2 (2014),N/A,PG-13,"8800 S. Clyde Ave.
Chicago, IL
(41.734405, -87.573238)",44,21202,35,2016,,-75.0118878,39.6807921,
,Dvorak Park,(312) 746-5083,Sin Hijos (No Kids),No,NR,"1119 W. Cullerton St.
Chicago, IL
(41.855228, -87.653947)",33,14920,26,2016,,-87.6539063,41.8543217,
,Kathy Osterman Beach,(312) 742-5121,Beach Blanket Bingo,No,NR,"5800 N. Lake Shore Dr.
Chicago, IL",,,,2016,,-87.6519968,41.9861856,
,South Shore Cultural Center,(773) 256-0149,The Wiz,Yes,G,"7059 S. South Shore Dr.
Chicago, IL
(41.766242, -87.562783)",39,22538,37,2016,,-87.5635963,41.7691802,
,Tuley Park,(312) 747-6763,Poltergeist (2015),Yes,PG-13,"501 E. 90th Pl.
Chicago, IL
(41.730111, -87.60948)",40,21546,35,2016,,-87.6120906,41.7302432,
,Brainerd Park,(312) 747-6027,Jurassic World,Yes,PG-13,"1246 W. 92nd St.
Chicago, IL
(41.726792, -87.654282)",72,21554,13,2016,,-87.6543207,41.7276762,
,Langley Playlot Park,(312) 747-6576,Spare Parts,Yes,PG-13,"11255 S. Langley Ave.
Chicago, IL
(41.690007, -87.605916)",47,21861,43,2016,,-87.6056223,41.6898396,
,Athletic Field Park,(773) 478-2889,The Goonies,N/A,PG,"3546 W. Addison St.
Chicago, IL
(41.946538, -87.715942)",16,21538,12,2016,,-87.7170061,41.9475944,
,Moran Playground Park,(312) 747-6560,"Movies in the Parks is Chicago's favorite summertime tradition, bringing big-screen entertainment to a park near you!",Yes,PG-13,"5727 S. Racine Ave.
Chicago, IL
(41.790068, -87.654765)",66,22257,2,2016,,-87.6544069,41.789347,
,Shedd Park,(773) 762-3168,Jurassic World,Yes,PG-13,"3660 W. 23rd St.
Chicago, IL
(41.849847, -87.716566)",32,21569,28,2016,,-71.2888258,42.6307606,
,Mandrake Park,(312) 656-0423 (Ellis Park in Dolittle School),Teenage Mutant Ninja Turtles (2014),Yes,PG-13,"3858 S. Cottage Grove Avenue
Chicago, IL
(41.824833, -87.607322)",2,4301,10,2016,,-87.607035,41.8233375,
,Harold Washington Playlot Park,(312) 747-6620,Jurassic World,Yes,PG-13,"5200 S. Hyde Park Blvd.
Chicago, IL
(41.800598, -87.584362)",8,21192,33,2016,,-87.5834584,41.801367,
,Independence Park,(773) 478-3538,Grease,N/A,PG,"3945 N. Springfield Ave.
Chicago, IL
(41.952657, -87.72507)",16,21538,50,2016,,-87.7237263,41.9526374,
,Pasteur Park,(773) 284-0530,Minions,N/A,PG,"5825 S. Kostner Ave.
Chicago, IL
(41.786168, -87.732757)",60,21867,15,2016,,-87.7316456,41.7884844,
,Indian Boundary Park,(773) 764.0338,Plan 9 from Outer Space,No,NR,"2500 W. Lunt Ave.
Chicago, IL
(42.008606, -87.692536)",20,22528,27,2016,,-87.6932545,42.0094477,
,Rainey Park,(773) 284-0696,Sponge Bob: Sponge Out Of Water,No,PG,"4350 W. 79th St.
Chicago, IL
(41.749427, -87.730387)",69,4300,30,2016,,-73.9407026,40.7661129,
,Lincoln Park,(312) 742-7726,Jumanji,Yes,PG-13,"500-5700 N. Lake Shore Drive
Chicago, IL
(41.89111, -87.6143)",37,21182,36,2016,,-87.6487783,41.9254701,
,Wicker Park,(312) 742-7553,Frankenweenie,Yes,PG,"1425 N. Damen Avenue
Chicago, IL
(41.90763, -87.677389)",25,21560,41,2016,,-87.6775672,41.9104892,
,Calumet Park,(312) 747-6039,The Magnificent Seven,Yes,NR,"9801 S. Avenue G
Chicago, IL
(41.717823, -87.531589)",49,21202,47,2016,,-87.6607948,41.6628909,
,Park No. 540,NULL,Pixels,Yes,PG-13,"NULL
NULL, NULL",,,,2016,,-87.6288184,41.8484104,
,Northerly Island Park,(312) 745-2910,Chicago Onscreen Local Film Showcase,No,NR,"1521 S. Linn White Dr.
Chicago, IL
(41.860281, -87.610245)",34,14913,10,2016,,-87.6083753,41.8595761,
,Maplewood Park,(312) 742-0041,Inside Out,Yes,PG,"1640 N. Maplewood Ave.
Chicago, IL
(41.911016, -87.690906)",25,22535,41,2016,,-87.6912396,41.911554,
,Brooks Park,(773) 631-4401,The Goonies,Yes,PG,"7100 N. Harlem Ave.
Chicago, IL
(42.010284, -87.806652)",,4456,,2016,,-98.4266263,29.3363722,
,Brooks Park,(773) 631-4401,Back to the Future,Yes,PG,"7100 N. Harlem Ave.
Chicago, IL
(42.010284, -87.806652)",,4456,,2016,,-98.4266263,29.3363722,
,Gill Park,(312) 742-7802,The Lego Movie,Yes,PG,"825 W. Sheridan Rd.
Chicago, IL
(41.952738, -87.650669)",57,21186,39,2016,,-87.6505541,41.9519792,
,Grand Crossing Park,(312) 747-6158,Furious 7,Yes,PG-13,"7655 S. Ingleside Ave.
Chicago, IL
(41.755786, -87.60167)",67,21546,35,2016,,-87.6004035,41.7547324,
,Avalon Park,(312) 747-6015,Daddy's Home,N/A,N/A,"1215 E. 83rd St.
Chicago, IL
(41.744101, -87.594181)",41,21546,35,2016,,-81.1543401,28.5116127,
,Foster Park,(312) 747-6135,Minions,N/A,PG,"1440 W. 84th St.
Chicago, IL
(41.741345, -87.659988)",70,21554,13,2016,,-87.6600046,41.7409628,
,Holstein Park,(312) 742-7554,Labyrinth,Yes,PG,"2200 N. Oakley Ave.
Chicago, IL
(41.922402, -87.685509)",23,22535,40,2016,,-87.6850684,41.921348,
,Beverly Park,(312) 747-6024,Believe (2013),Yes,PG,"2460 W. 102nd St.
Chicago, IL
(41.708192, -87.68277)",71,4447,42,2016,,-118.4177707,34.1177924,
,Wildwood Park,(773) 631-7455,The SpongeBob Square Pants Movie,N/A,PG,"6950 N. Hiawatha Ave.
Chicago, IL
(42.006605, -87.777366)",12,22532,29,2016,,-92.4936182,34.7746528,
,Winnemac Park,(312) 742-5101,Minions,Yes,PG,"5100 N. Leavitt St.
Chicago, IL
(41.974286, -87.684226)",6,21849,24,2016,,-87.6819813,41.9741228,
,Harrison Park,(312) 746-5491,Les Triplettes de Belleville,No,PG-13,"1824 S. Wood St.
Chicago, IL
(41.856811, -87.671063)",33,14920,26,2016,,-97.222816,37.6680039,
,Kosciuszko Park,(312) 742-7546,Un Caballo Llamadao Elefante (Elephant the Horse),No,NR,"2732 N. Avers Ave.
Chicago, IL
(41.93101, -87.723287)",23,22535,17,2016,,-87.7250021,41.9309688,
,Ward (Aaron Montgomery) Park,(312) 742-7895,Minions,Yes,PG,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",37,4446,36,2016,,-87.6422346,41.89351,
,Hoyne Playground Park,(312) 747-6184,Pacific Rim,Yes,PG-13,"3417 S. Hamilton Ave.
Chicago, IL
(41.831627, -87.678962)",56,14920,1,2016,,-87.6783602,41.8316459,
,Riis Park,(312) 746-5363,Hotel Transylvania 2,Yes,PG,"6100 W. Fullerton Ave.
Chicago, IL
(41.923817, -87.779347)",19,22615,21,2016,,-73.8717702,40.5670695,
,Ellis (Samuel) Park,(312) 656 - 0423,Inside Out,Yes,PG,"707 E. 37th St.
Chicago, IL
(41.827815, -87.608547)",2,4301,10,2016,,-87.6103569,41.8281357,
,"Bartelme, Mary Park",(312) 746-5494,Rio,Yes,G,"115 S. Sangamon St.
Chicago, IL
(41.879642, -87.650804)",29,14917,26,2016,,-87.6502418,41.8798425,
,LeClaire Courts/Hearst Community,(312) 747-6438,The Hunger Games: Mockingjay - Part 2,Yes,PG-13,"5120 W. 44th St.
Chicago, IL
(41.812913, -87.752557)",53,22268,28,2016,,-87.750748,41.8133942,
,Douglas Park,(773) 762-2842,Hotel Transylvania 2,Yes,PG,"1401 S. Sacramento Dr.
Chicago, IL
(41.862686, -87.701891)",30,21569,14,2016,,-90.5855547,41.4959413,
,Calumet Park,(312) 747-6039,Aladdin,Yes,G,"9801 S. Avenue G
Chicago, IL
(41.717823, -87.531589)",49,21202,47,2016,,-87.6607948,41.6628909,
,Ellis (Samuel) Park,(312) 656 - 0423,Creed,Yes,PG-13,"707 E. 37th St.
Chicago, IL
(41.827815, -87.608547)",2,4301,10,2016,,-87.6103569,41.8281357,
,West Pullman Park,(312) 747-7090,The Hunger Games: Mockingjay - Part 2,Yes,PG-13,"401 W. 123rd St.
Chicago, IL
(41.670625, -87.632751)",50,21861,22,2016,,-87.6314575,41.6696411,
,Palmer Park,(312) 747-6577,Jurassic World,Yes,PG-13,"201 E. 111th St.
Chicago, IL
(41.692654, -87.617721)",45,21861,43,2016,,-104.7680926,38.8789233,
,Athletic Field Park,(773) 478-2889,Jurassic World,N/A,PG-13,"3546 W. Addison St.
Chicago, IL
(41.946538, -87.715942)",16,21538,12,2016,,-87.7170061,41.9475944,
,Chase Park,(312) 742-7518,Beetle Juice,N/A,PG,"4701 N. Ashland Ave.
Chicago, IL
(41.967098, -87.669326)",31,22616,18,2016,,-87.6682323,41.9675376,
,Grant Park,(312) 742-3918,Dirty Rotten Scoundrels,Yes,PG,"337 E. Randolph St.
Chicago, IL
(41.884353, -87.620091)",38,14309,36,2016,,-87.6187505,41.8721722,
,La Villita Park,312-746-5962,Wall-E,Yes,G,"2800 S. Sacramento
Chicago, IL
(41.840355, -87.699996)",32,14920,14,2016,,-87.7015346,41.8399512,
,South Shore Cultural Center,(773) 256-0149,Jumanji,Yes,PG,"7059 S. South Shore Dr.
Chicago, IL
(41.766242, -87.562783)",39,22538,37,2016,,-87.5635963,41.7691802,
,Trumbull Park,(312) 747-6759,Pixels,N/A,PG-13,"2400 E. 105th St.
Chicago, IL
(41.704615, -87.56567)",48,21202,37,2016,,-87.5646129,41.7016427,
,South Shore Cultural Center,(773) 256-0149,The Intern,Yes,PG-13,"7059 S. South Shore Dr.
Chicago, IL
(41.766242, -87.562783)",39,22538,37,2016,,-87.5635963,41.7691802,
,Sherwood Park,(773) 256-0926,Creed,Yes,PG-13,"5701 S. Shields Ave.
Chicago, IL
(41.790484, -87.634039)",66,21559,4,2016,,-87.634492,41.7899907,
,Hiawatha Park,(312) 746-5559,Ferris Bueller's Day Off,Yes,PG-13,"8029 W. Forest Preserve Dr.
Chicago, IL
(41.943375, -87.828929)",17,22254,19,2016,,-87.8258079,41.9440771,
,Augusta Park,(312) 742-7544,The Peanuts Movie,Yes,G,"4433 W. Augusta Blvd.
Chicago, IL
(41.898876, -87.736891)",24,4299,45,2016,,-87.7378657,41.8985515,
,Dunbar Park,(312) 747-5962,War Room,Yes,PG,"300 E. 31st St.
Chicago, IL
(41.838421, -87.618745)",1,21194,10,2016,,-87.6208001,41.8399244,
,Harrison Park,(312) 746-5491,Ant-Man,Yes,PG-13,"1824 S. Wood St.
Chicago, IL
(41.856811, -87.671063)",33,14920,26,2016,,-97.222816,37.6680039,
,Riis Park,(312) 746-5363,The Spongebob Movie: Sponge Out of Water,Yes,PG,"6100 W. Fullerton Ave.
Chicago, IL
(41.923817, -87.779347)",19,22615,21,2016,,-73.8717702,40.5670695,
,Riis Park,(312) 746-5363,Zootopia,Yes,PG,"6100 W. Fullerton Ave.
Chicago, IL
(41.923817, -87.779347)",19,22615,21,2016,,-73.8717702,40.5670695,
,Loyola Park,(773) 262-8605,Inside Out,Yes,PG,"1230 W. Greenleaf Ave.
Chicago, IL
(42.01044, -87.661298)",10,21853,5,2016,,-87.6619076,42.0117116,
,Churchill Field Playlot Park,(312) 742-7554,All Dogs Go to Heaven,Yes,G,"1825 N. Damen Ave.
Chicago, IL
(41.914792, -87.677554)",23,21560,40,2016,,-87.676908,41.9144055,
,Gladstone Park,(773) 631-7859,Avengers: Age of Ultron,Yes,PG-13,"5421 N. Menard Ave.
Chicago, IL
(41.979015, -87.773258)",11,21869,50,2016,,-87.7728393,41.9788836,
,Washington Park,(773) 256-1248,Imagine That,N/A,PG,"5531 S. Martin Luther King Dr.
Chicago, IL",,,,2016,,-95.932138,36.7152787,
,Wentworth Park,(312) 747-6993,The Martian,Yes,PG-13,"5625 S. Mobile Ave.
Chicago, IL
(41.790224, -87.779233)",53,22268,15,2016,,-87.7804512,41.7883344,
,Dvorak Park,(312) 746-5083,Inside Out,Yes,PG,"1119 W. Cullerton St.
Chicago, IL
(41.855228, -87.653947)",33,14920,26,2016,,-87.6539063,41.8543217,
,Kelvyn Park,(312) 742-7547,Minions,Yes,PG,"4438 W. Wrightwood Ave.
Chicago, IL
(41.928651, -87.738278)",21,22615,17,2016,,-87.7380983,41.9296854,
,Brands Park,(773) 478-2414,Rookie of the Year,Yes,PG,"3259 N. Elston Ave.
Chicago, IL
(41.940571, -87.699996)",22,21538,20,2016,,-87.6992049,41.9411802,
,Humboldt Park,(312) 742-7549,The Good Dinosaur,Yes,PG,"1400 N. Sacramento Ave
Chicago, IL
(41.902766, -87.701791)",25,21560,49,2016,,-87.721293,41.8990752,
,Hamlin Park,(312) 742-7785,Minions,Yes,PG,"3035 N. Hoyne Ave.
Chicago, IL
(41.937197, -87.680691)",46,21538,40,2016,,-87.6794228,41.9366872,
,McKinley Park,(312) 747-6527,Minions,Yes,PG,"2210 W. Pershing Rd.
Chicago, IL
(41.823114, -87.679668)",56,14924,1,2016,,-87.6729074,41.8316175,
,Edgebrook Park,(773) 631-7461,Raiders of the Lost Ark,Yes,PG,"6525 N. Hiawatha Ave.
Chicago, IL
(41.999284, -87.761796)",12,22532,29,2016,,-87.7616809,42.0007011,
,Graver Park,(312) 747-6163,Hotel Transylvania 2,Yes,PG,"1518 W. 102nd Pl.
Chicago, IL
(41.707271, -87.660397)",71,22212,42,2016,,-87.6606811,41.7078354,
,West Chatham Park,(312) 747-6998,Terminator Genisys,Yes,PG-13,"8223 S. Princeton Ave.
Chicago, IL
(41.744279, -87.631731)",40,21554,13,2016,,-87.6321215,41.7449326,
,Ward (Aaron Montgomery) Park,(312) 742-7895,Grease,Yes,PG-13,"630 N. Kingsbury St.
Chicago, IL
(41.892878, -87.640952)",37,4446,36,2016,,-87.6422346,41.89351,
,Lincoln Park,(312) 742-7726,The American President,Yes,PG-13,"500-5700 N. Lake Shore Drive
Chicago, IL
(41.89111, -87.6143)",37,21182,36,2016,,-87.6487783,41.9254701,
,Grant Park,(312) 742-3918,Cool Hand Luke,Yes,PG,"337 E. Randolph St.
Chicago, IL
(41.884353, -87.620091)",38,14309,36,2016,,-87.6187505,41.8721722,
,Kelly Park,(312) 747-6197,Goosebumps,Yes,PG,"2725 W. 41st St.
Chicago, IL
(41.819322, -87.693665)",55,22248,1,2016,,-81.5013436,28.7576236,
,Lincoln Park,(312) 742-7726,Le Chat du Rabbin,No,NR,"500-5700 N. Lake Shore Drive
Chicago, IL
(41.89111, -87.6143)",37,21182,36,2016,,-87.6487783,41.9254701,
,Mayfair Park,(773) 685-3361,Minions,N/A,PG,"4550 W. Sunnyside Ave.
Chicago, IL
(41.962597, -87.7422)",16,21869,38,2016,,-87.7420401,41.9630974,
,Clarendon Park Community Center,(312) 742-7512,Insurgent,Yes,PG-13,"4501 N. Clarendon Ave.
Chicago, IL
(41.963681, -87.649962)",31,22616,39,2016,,-87.6486024,41.9633603,
,Harold Washington Playlot Park,(312) 747-6620,Star Wars: The Force Awakens,Yes,PG-13,"5200 S. Hyde Park Blvd.
Chicago, IL
(41.800598, -87.584362)",8,21192,33,2016,,-87.5834584,41.801367,
,North Park Village Nature Center,(312) 744-5472,The Living Green,Yes,NR,"5801 N. Pulaski Rd.
Chicago, IL
(41.986333, -87.728537)",13,22532,38,2016,,-87.7243015,41.988015,
,Lake Shore Park,(312) 742-7891,Bridge of Spies,N/A,PG-13,"808 N. Lake Shore Dr.
Chicago, IL
(41.897212, -87.617298)",37,21182,11,2016,,-95.9361817,36.7840061,
,Rowan Park,(773) 646-3180,Hocus Pocus,Yes,PG,"11546 S. Avenue L
Chicago, IL
(41.685148, -87.53645)",49,21202,47,2016,,-87.5380528,41.685848,
