EventName, MovieName, Location , ZipCode, Phone, StartDate, EndDate, EventUrl, ParkUrl, Community, MovieClosedCaption, MovieRating,Location 1,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Movies in the Parks at Marquette,How to Train Your Dragon,Marquette Park,60629,(312) 747-6469,06/17/2014 09:00:00 PM,06/17/2014 10:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Marquette1/,http://www.chicagoparkdistrict.com/parks/Marquette-Park/,Chicago Lawn,Yes,PG,"6743 S. Kedzie Ave. Chicago IL 60629
Chicago, IL 60629
(41.77088165, -87.70292664)",58,64,21867,383,31,6
Family Fun Film at Bell,Hairspray,Bell Park,60634,(312) 746-5008,08/21/2014 08:15:00 PM,08/21/2014 10:15:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Fun-Film-at-Bell/,http://www.chicagoparkdistrict.com/parks/Bell-Park/,Montclare,N/A,PG,"3020 N Oak Park Ave Chicago, IL 60634
Chicago, IL 60634
(41.93524551, -87.79602051)",52,18,22254,397,44,39
Movies in the Parks at Jackson,Jaws,Jackson Park,60637,(773) 256.0903 ,06/30/2014 09:00:00 PM,06/30/2014 11:04:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-63rd-Street/,http://www.chicagoparkdistrict.com/parks/jackson-park/,Hyde Park,Yes,PG,"6401 S Stony Island Ave Chicago, IL 60637
Chicago, IL 60637
(41.77771378, -87.58693695)",60,9,22260,134,33,32
Movies in the Parks at Mann,The Little Rascals,Mann Park,60633,(773) 646-0210,07/23/2014 08:30:00 PM,07/23/2014 09:53:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mann1/,http://www.chicagoparkdistrict.com/parks/Mann-Park/,Hegewisch,Yes,PG,"3035 E. 130st St. Chicago IL 60633
Chicago, IL 60633
(41.6591568, -87.54946136)",26,52,22250,787,47,47
Movies in the Parks at Montgomery Ward,As Good As It Gets,"Ward, A. Montgomery Park",60606,(312) 742-7895,06/17/2014 09:00:00 PM,06/17/2014 11:18:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward7/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,No,PG-13,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",55,37,4446,652,36,22
Family Fun Film at Trebes,Willy Wonka and the Chocolate Factory,Trebes Park,60614,(312) 742-7769,08/27/2014 08:00:00 PM,08/27/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Fun-Film-at-Trebes/,http://www.chicagoparkdistrict.com/parks/Trebes-Park/,Lincoln Park,N/A,G,"2250 N. Clifton Ave. Chicago IL 60614
Chicago, IL 60614
(41.92298889, -87.65727234)",16,68,21190,797,34,16
Family Movie Night at Owens,Superman,Owens Park,60617,(312) 747-6709,07/30/2014 08:00:00 PM,07/30/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Owens/,http://www.chicagoparkdistrict.com/parks/Owens-Park/,Calumet Heights,No,PG,"8800 S. Clyde Ave. Chicago, IL 60617
Chicago, IL 60617
(41.73525238, -87.57568359)",25,44,21202,473,35,9
Movies in the Parks at Burnside,42,Burnside Park,60619,(312) 747-6015 ,08/27/2014 08:00:00 PM,08/27/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Burnside/,http://www.chicagoparkdistrict.com/parks/Burnside-Park/,Burnside,Yes,PG-13,"9400 S. Greenwood Ave. Chicago IL 60619
Chicago, IL 60619
(41.72403336, -87.59728241)",61,43,21546,472,35,9
Movies in the Parks at Grand Crossing,Lee Daniels' The Butler,Grand Crossing Park,60619,(312) 747-6158,08/05/2014 08:00:00 PM,08/05/2014 10:12:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Grand-Crossing1/,http://www.chicagoparkdistrict.com/parks/Grand-Crossing-Park/,Greater Grand Crossing,Yes,PG-13,"7655 S. Ingleside Ave. Chicago IL 60619
Chicago, IL 60619
(41.75580215, -87.60163116)",61,67,21546,497,35,9
Movies in the Parks at Oz,Rookie of the Year,Oz Park,60614,(312) 742-7898,06/14/2014 09:00:00 PM,06/14/2014 10:43:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oz3/,http://www.chicagoparkdistrict.com/parks/Oz-Park/,Lincoln Park,Yes,PG,"2021 N. Burling St. Chicago IL 60614
Chicago, IL 60614
(41.92099187, -87.64469862)",16,68,21190,798,34,51
Movie Documentary at Piotrowski,,Piotrowski Park,60623,(312) 747-6608 ,07/09/2014 08:00:00 PM,07/09/2014 09:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutMovie-Documentary-at-Piotrowski/,http://www.chicagoparkdistrict.com/parks/Piotrowski-Park/,South Lawndale,,,"4247 W. 31st St. Chicago IL 60623
Chicago, IL 60623
(41.8367424, -87.730896)",57,32,21569,200,28,14
Family Movie Night at Chopin,Ironman 3,Chopin Park,60641,(773) 685-3247,09/13/2014 07:45:00 PM,09/13/2014 09:45:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Chopin1/,http://www.chicagoparkdistrict.com/parks/Chopin-Park/,Portage Park,N/A,PG-13,"3420 N. Long Ave. Chicago IL 60641
Chicago, IL 60641
(41.94267654, -87.76173401)",21,15,22618,361,21,25
Movies in the Parks at Brainerd,Mandela: Long Walk to Freedom,Brainerd Park,60620,(312) 747-6027,07/12/2014 08:30:00 PM,07/12/2014 10:56:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Brainerd/,http://www.chicagoparkdistrict.com/parks/Brainerd-Park/,Washington Heights,Yes,PG-13,"1246 W 92nd St Chicago, IL 60620
Chicago, IL 60620
(41.72680283, -87.65419769)",59,72,21554,195,13,18
Family Movie Night at Portage,Lego Movie,Portage Park,60641,(773) 685-7235,08/20/2014 08:00:00 PM,08/20/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutFamily-Movie-Night-at-Portage3/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,N/A,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)",21,15,22618,260,19,25
Movies in the Parks at Amundsen,Ride Along,Amundsen Park,60639,(312) 746-5003,07/22/2014 08:30:00 PM,07/22/2014 10:10:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Amundsen1/,http://www.chicagoparkdistrict.com/parks/Amundsen-Park/,Austin,Yes,PG-13,"6200 W Bloomingdale Ave Chicago, IL 60639
Chicago, IL 60639
(41.91294479, -87.780159)",2,26,22615,597,7,52
Movies in the Parks at Humboldt,The Book Thief ,Humboldt Park,60622,(312) 742-7549,07/20/2014 08:30:00 PM,07/20/2014 10:41:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Humboldt2/,http://www.chicagoparkdistrict.com/parks/humboldtpark/,West Town,Yes,PG-13,"1440 N Humboldt Dr Chicago, IL 60622
Chicago, IL 60622
(41.90572739, -87.7037735)",4,25,21560,301,49,10
Family Movie Night at West Lawn,The Lego Movie,West Lawn Park,60629,(773) 284-2803,08/05/2014 08:00:00 PM,08/05/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-West-Lawn/,http://www.chicagoparkdistrict.com/parks/West-Lawn-Park/,West Lawn,No,PG,"4233 W. 65th St. Chicago IL 60629
Chicago, IL 60629
(41.77493286, -87.72831726)",58,63,21867,6,15,23
Movies in the Parks at Taylor,Space Jam,Taylor Park,60609,(312) 747-6728,06/29/2014 09:00:00 PM,06/29/2014 10:27:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Taylor/,http://www.chicagoparkdistrict.com/parks/Taylor-Park/,"Douglas, Washington Park, Fuller Park, Grand Boulevard, Oakland",Yes,PG,"39 W. 47th St. Chicago IL 60609
Chicago, IL 60609
(41.80919647, -87.62728119)",37,4,14924,415,9,12
Movies in the Parks at McKinley,Mr. Peabody & Sherman,McKinley Park,60609,(312) 747-6527,07/06/2014 08:30:00 PM,07/06/2014 10:02:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-McKinley1/,http://www.chicagoparkdistrict.com/parks/McKinley-Park/,McKinley Park,Yes,PG,"2210 W. Pershing Rd. Chicago IL 60609
Chicago, IL 60609
(41.82310104, -87.67856598)",37,56,14924,719,1,26
Movies in the Parks at Commercial,Despicable Me 2,Commercial Club Playground,60622,(312) 742-7558,06/12/2014 09:00:00 PM,06/12/2014 10:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Commercial/,http://www.chicagoparkdistrict.com/parks/Commercial-Club-Playground/,West Town,Yes,PG,"1845 W. Rice St. Chicago IL 60622
Chicago, IL 60622
(41.89686584, -87.67324829)",4,25,21560,462,41,24
Family Movie Night at Hamilton,Gravity,Hamilton Park,60621,(312) 747-6174,06/19/2014 08:00:00 PM,06/19/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Hamilton/,http://www.chicagoparkdistrict.com/parks/Hamilton-Park/,Englewood,No,PG-13,"513 W. 72nd St. Chicago IL 60621
Chicago, IL 60621
(41.76344299, -87.63769531)",11,66,21559,511,32,17
Movies in the Parks at Kenwood,The Fantastic Mr. Fox,Kenwood Community Park,60615,(312) 747-6286,07/02/2014 08:30:00 PM,07/02/2014 09:57:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kenwood2/,http://www.chicagoparkdistrict.com/parks/Kenwood-Community-Park/,Kenwood,Yes,PG,"1330 E. 50th St. Chicago IL 60615
Chicago, IL 60615
(41.80422211, -87.59378815)",10,5,21192,356,10,1
Movies in the Parks at Montgomery Ward,Gravity,"Ward, A. Montgomery Park",60606,(312) 742-7895,07/29/2014 08:30:00 PM,07/29/2014 10:01:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward11/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,Yes,PG-13,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",55,37,4446,652,36,22
Movies in the Parks at Loyola,Latino Film Festival Selection,Loyola Park,60626,(773) 262-8605,08/06/2014 08:00:00 PM,08/06/2014 09:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Loyola3/,http://www.chicagoparkdistrict.com/parks/Loyola-Park/,"Rogers Park, Grand Boulevard",No,NR,"1230 W. Greenleaf Ave. Chicago IL 60626
Chicago, IL 60626
(42.01041412, -87.66117859)",9,10,21853,267,5,3
Movies in the Parks at Fulton River,Sixteen Candles,Park No. 551,60611,(312) 742-7895 ,07/21/2014 08:30:00 PM,07/21/2014 10:03:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Park-No-5511/,http://www.chicagoparkdistrict.com/parks/Park-No-551/,Near West Side,No,PG-13,"353 N. DesPlaines St. Chicago IL 60611
Chicago, IL 60611
(41.88835526, -87.64409637)",45,29,4452,784,36,22
Movies in the Parks at Ridge,Jumanji,Ridge Park,60643,(312) 747-6640,06/30/2014 09:00:00 PM,06/30/2014 10:45:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ridge/,http://www.chicagoparkdistrict.com/parks/Ridge-Park/,Beverly,Yes,PG,"9625 S. Longwood Dr., Chicago IL 60643
Chicago, IL 60643
(41.71934128, -87.6676712)",13,71,22212,628,42,33
Movies in the Parks at Chicago History,Ferris Bueller's Day Off ,Lincoln Park,60614,(312) 742-7726 ,07/09/2014 08:30:00 PM,07/09/2014 10:13:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chicago-History1/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG-13,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Movies in the Parks at South Shore,The Wiz,South Shore Cultural Center,60649,(773) 256-0149,08/27/2014 08:00:00 PM,08/27/2014 10:13:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore7/,http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/,South Shore,No,G,"7059 S. South Shore Dr. Chicago IL 60649
Chicago, IL 60649
(41.76674652, -87.56651306)",24,39,22538,142,33,32
Movies in the Parks at Calumet,Jumanji,Calumet Park,60617,(312) 747-6039,08/03/2014 08:00:00 PM,08/03/2014 09:45:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Calumet5/,http://www.chicagoparkdistrict.com/parks/Calumet-Park/,East Side,Yes,PG,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)",25,49,21202,705,47,47
Family Movie Night at Austin Foster,Lego Movie,Austin-Foster Playlot Park,60630,(773) 685-3257,08/07/2014 08:00:00 PM,08/07/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutFamily-Movie-Night-at-Austin-Foster/,http://www.chicagoparkdistrict.com/parks/Austin-Foster-Playlot-Park/,Jefferson Park,N/A,PG,"6020 W Foster Ave Chicago, IL 60630
Chicago, IL 60630
(41.9759407, -87.77890778)",48,11,21869,779,50,20
Movies in the Parks at West Chatham,Independence Day,West Chatham Park,60620,(312) 747-6998,06/13/2014 09:00:00 PM,06/13/2014 11:24:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Chatham2/,http://www.chicagoparkdistrict.com/parks/West-Chatham-Park/,Chatham,Yes,PG-13,"8223 S. Princeton Ave. Chicago IL 60620
Chicago, IL 60620
(41.74466705, -87.63191986)",59,40,21554,1,13,18
Family Movie Night at Mayfair,The Nut Job,Mayfair Park,60630,(773) 685-3361,07/11/2014 08:00:00 PM,07/11/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Mayfair2/,http://www.chicagoparkdistrict.com/parks/Mayfair-Park/,Irving Park,N/A,PG,"4550 W. Sunnyside Ave. Chicago IL 60630
Chicago, IL 60630
(41.96262741, -87.74201202)",48,16,21869,362,38,20
Movies in the Parks at DuSable Museum,Twenty Feet From Stardom,Washington Park,60637,(773) 256-1248,08/16/2014 08:00:00 PM,08/16/2014 09:29:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-DuSable-Museum3/,http://www.chicagoparkdistrict.com/parks/washington-park/,Washington Park,Yes,PG-13,"5531 S. Martin Luther King Dr. Chicago, IL 60637
Chicago, IL 60637
(41.79378891, -87.61591339)",60,7,22260,401,4,53
Movies in the Parks at Paschen,Stanley Ka Dabba,Paschen Park,60626,(773) 262-5871,06/29/2014 09:00:00 PM,06/29/2014 10:36:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Paschen1/,http://www.chicagoparkdistrict.com/parks/Paschen-Park/,Rogers Park,No,NR,"1932 W. Lunt Ave. Chicago IL 60626
Chicago, IL 60626
(42.00889969, -87.67923737)",9,10,21853,44,5,3
Movies in the Parks at Ellis,The Lego Movie,Ellis (Samuel) Park,60653,(312) 656 - 0423 ,08/16/2014 08:00:00 PM,08/16/2014 09:41:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ellis4/,http://www.chicagoparkdistrict.com/parks/ellis-samuel-park/,Douglas,Yes,PG,"535 E. 35th St. Chicago IL 60653
Chicago, IL 60653
(41.82777786, -87.60858154)",36,2,4301,221,10,1
Movies in the Parks at Holstein,Groundhog Day,Holstein Park,60647,(312) 742-7554 ,06/15/2014 09:00:00 PM,06/15/2014 10:31:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein2/,http://www.chicagoparkdistrict.com/parks/Holstein-Park/,Logan Square,Yes,PG,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)",1,23,22535,324,40,16
Movies in the Parks at Piotrowski,Latino Film Festival Selection,Piotrowski Park,60623,(312) 747-6608 ,07/09/2014 08:30:00 PM,07/09/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Piotrowski1/,http://www.chicagoparkdistrict.com/parks/Piotrowski-Park/,South Lawndale,No,NR,"4247 W. 31st St. Chicago IL 60623
Chicago, IL 60623
(41.8367424, -87.730896)",57,32,21569,200,28,14
Movies in the Parks at Cricket Hill,The Triplets of Belleville,Lincoln Park,60614,(312) 742-7726 ,07/07/2014 08:30:00 PM,07/07/2014 09:48:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Cricket-Hill31/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,No,PG-13,"2045 N Lincoln Park West Chicago IL 6061460614
(41.928495, -87.636008)",16,68,21190,101,34,51
Movies in the Parks at Belmont Harbor,The Bachelor and the Bobby Soxer,Lincoln Park,60614,(312) 742-7726 ,07/28/2014 08:30:00 PM,07/28/2014 10:05:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Belmont-Harbor3/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,NR,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Movies in the Parks at Unity,Michael Jackson's This Is It,Unity Playlot Park,60647,(312) 742-7546,08/16/2014 08:00:00 PM,08/16/2014 09:41:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Unity1/,http://www.chicagoparkdistrict.com/parks/Unity-Playlot-Park/,Logan Square,Yes,PG,"2636 N. Kimball Ave. Chicago IL 60647
Chicago, IL 60647
(41.92939377, -87.7122345)",1,23,22535,72,12,15
Movies in the Parks at Wicker,The Sandlot,Wicker Park,60622,(312) 742-7553,07/17/2014 08:30:00 PM,07/17/2014 10:10:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker5/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",4,25,21560,481,41,24
Movies in the Parks at Kedvale,Gravity,Kedvale Park,60651,(312) 742-7543,06/17/2014 09:00:00 PM,06/17/2014 10:31:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kedvale1/,http://www.chicagoparkdistrict.com/parks/Kedvale-Park/,Humboldt Park,Yes,PG-13,"4134 W. Hirsch St. Chicago IL 60651
Chicago, IL 60651
(41.90628052, -87.73006439)",5,24,4299,286,49,4
Movies in the Parks at Oakdale,Man of Steel,Oakdale Park,60643,(312) 747-6569,06/19/2014 09:00:00 PM,06/19/2014 11:28:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oakdale1/,http://www.chicagoparkdistrict.com/parks/Oakdale-Park/,Washington Heights,Yes,PG-13,"965 W. 95th St. Chicago IL 60643
Chicago, IL 60643
(41.72100449, -87.64851379)",13,72,22212,592,13,18
Movies in the Parks at Eugene Field,Despicable Me 2,Eugene Field Park,60625,(773) 478-9744,07/11/2014 08:30:00 PM,07/11/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Eugene-Field/,http://www.chicagoparkdistrict.com/parks/Eugene-Field-Park/,"Albany Park, North Park",Yes,PG,"5100 N. Ridgeway Ave. Chicago IL 60625
Chicago, IL 60625
(41.97400665, -87.72206116)",20,14,21849,127,38,28
Movies in the Parks at Harrison,Latino Film Festival Selection,Harrison Park,60608,(312) 746-5491,06/18/2014 09:00:00 PM,06/18/2014 10:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harrison3/,http://www.chicagoparkdistrict.com/parks/Harrison-Park/,Lower West Side,No,NR,"1824 S. Wood St. Chicago IL 60608
Chicago, IL 60608
(41.85699081, -87.67106628)",43,33,14920,343,26,8
Movies in the Parks at Rowan,The Goonies,Rowan Park,60617,(773) 646-3180,08/10/2014 08:00:00 PM,08/10/2014 09:51:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Rowan/,http://www.chicagoparkdistrict.com/parks/Rowan-Park/,East Side,Yes,PG,"11546 S. Avenue L Chicago IL 60617
Chicago, IL 60617
(41.68553543, -87.53646851)",25,49,21202,603,47,47
Movies in the Parks at Hermosa,Fast & Furious 6,Hermosa Park,60639,(312) 742-7540 ,07/15/2014 08:30:00 PM,07/15/2014 10:40:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hermosa2/,http://www.chicagoparkdistrict.com/parks/Hermosa-Park/,Hermosa,Yes,PG-13,"2240 N. Kilbourn Ave. Chicago IL 60639
Chicago, IL 60639
(41.92153931, -87.73892212)",2,21,22615,75,44,7
Movies in the Parks at Shedd,The Amazing Spider-Man,Shedd Park,60623,(773) 762-3168,08/25/2014 08:00:00 PM,08/25/2014 10:16:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Shedd2/,http://www.chicagoparkdistrict.com/parks/Shedd-Park/,South Lawndale,Yes,PG-13,"3660 W. 23rd St. Chicago IL 60623
Chicago, IL 60623
(41.85005951, -87.71700287)",57,32,21569,754,28,14
@home Documentary at Loyola,@home,Loyola Park,60626,(773) 262-8605,05/30/2014 07:00:00 PM,05/30/2014 08:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-home-Documentary-at-Loyola/,http://www.chicagoparkdistrict.com/parks/Loyola-Park/,"Rogers Park, Grand Boulevard",No,NR,"1230 W. Greenleaf Ave. Chicago IL 60626
Chicago, IL 60626
(42.01041412, -87.66117859)",9,10,21853,267,5,3
Movies in the Parks at Vet's Memorial,Despicable Me 2,Veteran's Memorial Park,60617,(312) 747-6812,08/29/2014 08:00:00 PM,08/29/2014 09:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Vets-Memorial/,http://www.chicagoparkdistrict.com/parks/Veterans-Memorial-Park/,South Deering,Yes,PG,"2820 E. 98th St. Chicago IL 60617
Chicago, IL 60617
(41.7172966, -87.55563354)",25,48,21202,526,47,47
Movies in the Parks at Chicago History,The Princess Bride,Lincoln Park,60614,(312) 742-7726 ,08/20/2014 08:00:00 PM,08/20/2014 09:37:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chicago-History2/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Movies in the Parks at Pasteur,The Goonies,Pasteur Park,60629,(773) 284-0530,08/21/2014 08:00:00 PM,08/21/2014 09:51:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pasteur2/,http://www.chicagoparkdistrict.com/parks/Pasteur-Park/,West Elsdon,Yes,PG,"5825 S. Kostner Ave Chicago IL 60629
Chicago, IL 60629
(41.7871666, -87.7327652)",58,60,21867,773,15,23
Family Movie Night at Jefferson,The Blues Brothers,Jefferson Memorial Park,60630,(773) 685-3316,08/08/2014 07:00:00 PM,08/08/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Jefferson2/,http://www.chicagoparkdistrict.com/parks/Jefferson-Memorial-Park/,Jefferson Park,N/A,R,"4822 N. Long Ave. Chicago IL 60630
Chicago, IL 60630
(41.96814728, -87.76294708)",48,11,21869,129,50,20
Movies in the Parks at Kosciuszko,Latino Film Festival Selection,Kosciuszko Park,60647,(312) 742-7546 ,06/25/2014 09:00:00 PM,06/25/2014 10:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kosciuszko1/,http://www.chicagoparkdistrict.com/parks/Kosciuszko-Park/,Logan Square,No,NR,"2732 N. Avers Ave. Chicago IL 60647
Chicago, IL 60647
(41.93063354, -87.72327423)",1,23,22535,107,17,15
Movies in the Parks at Women's Park,The Lego Movie,Chicago Women's Park and Gardens,60616,(312) 328-0821,08/28/2014 08:00:00 PM,08/28/2014 09:41:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chicago-Womens2/,http://www.chicagoparkdistrict.com/parks/Chicago-Womens-Park-and-Gardens/,Near South Side,Yes,PG,"1801 S Indiana Ave Chicago, IL 60616
Chicago, IL 60616
(41.85781097, -87.62203979)",40,34,21194,374,9,48
Movies in the Parks at Pasteur,Cloudy with a Chance of Meatballs 2,Pasteur Park,60629,(773) 284-0530,07/14/2014 08:30:00 PM,07/14/2014 10:04:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pasteur1/,http://www.chicagoparkdistrict.com/parks/Pasteur-Park/,West Elsdon,Yes,PG,"5825 S. Kostner Ave Chicago IL 60629
Chicago, IL 60629
(41.7871666, -87.7327652)",58,60,21867,773,15,23
Movies in the Parks at Fulton River,Fast & Furious 6,Park No. 551,60611,(312) 742-7895 ,08/19/2014 08:00:00 PM,08/19/2014 10:10:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Park-No-5512/,http://www.chicagoparkdistrict.com/parks/Park-No-551/,Near West Side,Yes,PG-13,"353 N. DesPlaines St. Chicago IL 60611
Chicago, IL 60611
(41.88835526, -87.64409637)",45,29,4452,784,36,22
Movies in the Parks at Gross,On the Waterfront,Gross Park,60625,(312) 742-7528,06/14/2014 09:00:00 PM,06/14/2014 10:48:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gross1/,http://www.chicagoparkdistrict.com/parks/Gross-Park/,Lincoln Square,Yes,NR,"2708 W. Lawrence Ave. Chicago IL 60625
Chicago, IL 60625
(41.96857834, -87.6966095)",20,6,21849,28,24,46
Movies in the Parks at Murray,Dr. Suess' The Lorax,Murray Playground Park,60636,(312) 747-6562,07/15/2014 08:30:00 PM,07/15/2014 10:03:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Murray1/,http://www.chicagoparkdistrict.com/parks/Murray-Playground-Park/,West Englewood,Yes,PG,"1743 W. 73rd St. Chicago IL 60636
Chicago, IL 60636
(41.76119995, -87.66754913)",23,65,22257,433,31,17
Movies in the Parks at Indian Boundary,Anna Karenina (1935),Indian Boundary Park,,(773) 764.0338,08/10/2014 08:00:00 PM,08/10/2014 09:35:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Indian-Boundary/,http://www.chicagoparkdistrict.com/parks/indian-boundary-park/,West Ridge,Yes,NR,"2500 W. Lunt Ave., Chicago IL 60645
Chicago, IL
(42.0086174, -87.69226074)",12,20,22528,42,27,42
