 EventName , MovieName,ParkName, ZipCode, Phone, StartDate, EndDate, ContactName, ContactEmail, EventUrl, ParkUrl, Community, MovieClosedCaption, MovieRating,Location 1,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Night Out: Movies in the Parks at White (EH),Teenage Mutant Ninja Turtles (2014),White (Edward H.) Park,60643,(312) 747-7106,07/15/2015 08:30:00 PM,07/15/2015 10:11:00 PM,Charles Kelley,charles.kelley@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-White-EH/,http://www.chicagoparkdistrict.com/parks/white-edward-h-park/,West Pullman,Yes,PG-13,"1120 W. 122nd St. Chicago IL 60643
Chicago, IL 60643
(41.67224503, -87.6498642)",13,50,22212,662,22,45
Night Out: Movies in the Parks at Paschen,Annie (2014),Paschen Park,60626,(773) 262-5871,08/18/2015 08:15:00 PM,08/18/2015 10:15:00 PM,Tanya Dillard-Baldwin,tanya.dillard@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Paschen4/,http://www.chicagoparkdistrict.com/parks/Paschen-Park/,Rogers Park,N/A,PG,"1932 W. Lunt Ave. Chicago IL 60626
Chicago, IL 60626
(42.00889969, -87.67923737)",9,10,21853,44,5,3
Night Out: Movies in the Parks at Gompers,Dolphin Tale 2,Gompers Park,60630,(773) 685-3270,07/09/2015 08:30:00 PM,07/09/2015 10:17:00 PM,Denise Raymond,denise.raymond@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gompers2/,http://www.chicagoparkdistrict.com/parks/gompers-park/,North Park,Yes,PG,"4222 W. Foster Ave. Chicago IL 60630
Chicago, IL 60630
(41.97549438, -87.73486328)",48,13,21869,748,38,28
Night Out: Movies in the Parks at Merrimac,Footloose,Merrimac Park,60634,(773) 685-3382,08/12/2015 08:15:00 PM,08/12/2015 10:00:00 PM,Donna Segreti,donna.segreti@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Merrimac/,http://www.chicagoparkdistrict.com/parks/Merrimac-Park/,Dunning,N/A,PG,"6343 W. Irving Park Rd. Chicago IL 60634
Chicago, IL 60634
(41.95264435, -87.78518677)",52,17,22254,443,19,25
Night Out: Movies in the Parks at Lincoln,The Princess Bride,Lincoln Park,60614,(312) 742-7726 ,07/01/2015 08:30:00 PM,07/01/2015 10:08:00 PM,Lauren Quinn,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lincoln1/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Night Out: Movies in the Parks at Portage,Back to the Future Part II,Portage Park,60641,(773) 685-7235,08/26/2015 08:00:00 PM,08/26/2015 10:00:00 PM,Gonzalo Reyes,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage3/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,N/A,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)",21,15,22618,260,19,25
Night Out: Movies in the Parks at Sheridan,Despicable Me,Sheridan Park,60607,(312) 746-5369,07/15/2015 08:00:00 PM,07/15/2015 09:35:00 PM,Marty Murphy,marty.murphy@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sheridan1/,http://www.chicagoparkdistrict.com/parks/Sheridan-Park/,Near West Side,Yes,PG,"910 S. Aberdeen St. Chicago IL 60607
Chicago, IL 60607
(41.87052536, -87.65449524)",44,29,14917,87,26,8
Night Out: Movies in the Parks at Fuller,Despicable Me 2,Fuller Park,60609,(312) 747-6144,07/02/2015 08:30:00 PM,07/02/2015 10:08:00 PM,Michael Brown,michael.brown2@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Fuller2/,http://www.chicagoparkdistrict.com/parks/Fuller-Park/,Fuller Park,Yes,PG,"331 W. 45th St Chicago IL 60609
Chicago, IL 60609
(41.81225204, -87.63460541)",37,3,14924,189,9,12
Night Out: Movies in the Parks at Osterman Beach,Seven Brides for Seven Brothers,Kathy Osterman Beach,60660,(312) 742-5121,06/26/2015 08:30:00 PM,06/26/2015 10:12:00 PM,,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Osterman-Beach2/,http://www.chicagoparkdistrict.com/parks/kathy-osterman-beach/,Edgewater,No,G,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)",14,76,4451,14,16,40
Night Out: Movies in the Parks at Augusta,The Karate Kid (2010),Augusta Park,60651,(312) 742-7544,08/25/2015 08:00:00 PM,08/25/2015 10:20:00 PM,Jamal Burton,jamal.burton@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Augusta2/,http://www.chicagoparkdistrict.com/parks/Augusta-Park/,Humboldt Park,Yes,PG,"4433 W Augusta Blvd Chicago, IL 60651
Chicago, IL 60651
(41.89883423, -87.73683929)",5,24,4299,99,45,4
Night Out: Movies in the Parks at Riis,Guardians of the Galaxy,Riis Park,60639,(312) 746-5363 ,08/19/2015 08:00:00 PM,08/19/2015 10:01:00 PM,Keith Hammerberg,keith.hammerberg@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Riis4/,http://www.chicagoparkdistrict.com/parks/Riis-Park/,Belmont Cragin,,,"6100 W. Fullerton Ave. Chicago IL 60639
Chicago, IL 60639
(41.92380142, -87.77819824)",2,19,22615,78,21,52
Night Out: Movies in the Parks at Oakdale,Tyler Perry's A Madea Christmas,Oakdale Park,60643,(312) 747-6569,08/14/2015 08:00:00 PM,08/14/2015 09:40:00 PM,Richard Carter,richard.carter@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oakdale3/,http://www.chicagoparkdistrict.com/parks/Oakdale-Park/,Washington Heights,Yes,PG-13,"965 W. 95th St. Chicago IL 60643
Chicago, IL 60643
(41.72100449, -87.64851379)",13,72,22212,592,13,18
Night Out: Movies in the Parks at Lincoln Lagoon,Jaws,Lincoln Park,60614,(312) 742-7726 ,07/25/2015 08:30:00 PM,07/25/2015 10:34:00 PM,Lauren Quinn,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lincoln-Lagoon/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG-13,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Night Out: Movies in the Parks at Sherwood,No Good Deed ,Sherwood Park,60621,(773) 256-0926,06/22/2015 08:30:00 PM,06/22/2015 10:30:00 PM,Stacey Lowe,stacey.lowe@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sherwood1/,http://www.chicagoparkdistrict.com/parks/Sherwood-Park/,Englewood,N/A,PG-13,"5701 S. Shields Ave. Chicago IL 60621
Chicago, IL 60621
(41.79059219, -87.63406372)",11,66,21559,166,4,53
Night Out: Movies in the Parks at Lake Shore,Insurgent,Lake Shore Park,60611,(312) 742-7891,08/23/2015 08:00:00 PM,08/23/2015 09:59:00 PM,"Juan ""Dan"" Puente",juan.puente@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lake-Shore5/,http://www.chicagoparkdistrict.com/parks/Lake-Shore-Park/,Near North Side,Yes,PG-13,"808 N Lake Shore Dr Chicago, IL 60611
Chicago, IL 60611
(41.89749146, -87.61992645)",6,37,21182,233,11,22
Night Out: Movies in the Parks at Wilson (FJ),Mamma Mia,Wilson Frank J. Park,60630,(773) 685-6454,08/10/2015 08:00:00 PM,08/10/2015 09:48:00 PM,Sherida Hudak,sherida.hudak@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wilson-FJ/,http://www.chicagoparkdistrict.com/parks/wilson-frank-j-park/,Portage Park,Yes,PG-13,"4630 N. Milwaukee Ave. Chicago IL 60630
Chicago, IL 60630
(41.9646492, -87.75836182)",48,15,21869,260,50,20
Night Out: Movies in the Parks at Oakdale,Annie (2014),Oakdale Park,60643,(312) 747-6569,08/27/2015 08:30:00 PM,08/27/2015 10:30:00 PM,Richard Carter,richard.carter@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oakdale4/,http://www.chicagoparkdistrict.com/parks/Oakdale-Park/,Washington Heights,N/A,PG,"965 W. 95th St. Chicago IL 60643
Chicago, IL 60643
(41.72100449, -87.64851379)",13,72,22212,592,13,18
Night Out: Movies in the Parks at Wicker,Hook,Wicker Park,60622,(312) 742-7553,07/30/2015 08:30:00 PM,07/30/2015 10:52:00 PM,"Claribel ""Clare"" Rodriguez",claribel.rodriguez@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker9/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",4,25,21560,481,41,24
Night Out: Movies in the Parks at Kilbourn,Space Jam,Kilbourn Park,60641,(773) 685-3351,07/16/2015 08:30:00 PM,07/16/2015 09:58:00 PM,Matt Fontana,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kilbourn2/,http://www.chicagoparkdistrict.com/parks/Kilbourn-Park/,Irving Park,Yes,PG,"3501 N. Kilbourn Ave. Chicago IL 60641
Chicago, IL 60641
(41.94442749, -87.73962402)",21,16,22618,328,21,27
Night Out: Movies in the Parks at Osterman Beach,Clue,Kathy Osterman Beach,60660,(312) 742-5121,08/17/2015 08:00:00 PM,08/17/2015 09:34:00 PM,,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Osterman-Beach4/,http://www.chicagoparkdistrict.com/parks/kathy-osterman-beach/,Edgewater,No,PG,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)",14,76,4451,14,16,40
Night Out: Movies in the Parks at NPV,Winged Migration,North Park Village Nature Center,60646,(312) 744-5472,08/11/2015 08:00:00 PM,08/11/2015 10:00:00 PM,Julie Sacco,julie.sacco@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-NPV1/,http://www.chicagoparkdistrict.com/parks/North-Park-Village-Nature-Center/,North Park,,,"5801 N. Pulaski Rd. Chicago IL 60646
Chicago, IL 60646
(41.98551559, -87.7227478)",50,13,22532,747,38,28
Night Out: Movies in the Parks at Gladstone,The Sandlot,Gladstone Park,60630,(773) 631-7859 ,07/01/2015 08:30:00 PM,07/01/2015 10:11:00 PM,Carrie Morrissey,carrie.morrissey@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gladstone1/,http://www.chicagoparkdistrict.com/parks/Gladstone-Park/,Jefferson Park,Yes,PG,"5421 N. Menard Ave. Chicago IL 60630
Chicago, IL 60630
(41.97917175, -87.77305603)",48,11,21869,693,50,20
Night Out: Movies in the Parks at Minuteman,Hairspray,Minuteman Park,60638,(773) 284-0214,08/05/2015 08:30:00 PM,08/05/2015 10:30:00 PM,Juanita Garcia,juanita.garcia@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Minuteman/,http://www.chicagoparkdistrict.com/parks/Minuteman-Park/,"Garfield Ridge, Clearing",N/A,PG,"5940 S. Central Ave. Chicago IL 60638
Chicago, IL 60638
(41.78416061, -87.76231384)",7,62,22268,265,15,23
Night Out: Movies in the Parks at Smith Playlot,Ride Along,Smith Playlot Park,60628,(312) 747-6689,07/10/2015 08:30:00 PM,07/10/2015 10:09:00 PM,Sherita Taylor,sherita.taylor@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Smith-Playlot/,http://www.chicagoparkdistrict.com/parks/Smith-Playlot-Park/,Roseland,Yes,PG-13,"9912 S. Princeton Ave. Chicago IL 60628
Chicago, IL 60628
(41.71390915, -87.630867)",19,45,21861,569,43,30
Night Out: Movies in the Parks at Senn,How to Train Your Dragon 2,Senn Playlot Park,60660,(312) 742-7502 ,06/27/2015 08:30:00 PM,06/27/2015 10:12:00 PM,Nick Bojko    (Broadway Armory Park),nick.bojko@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Senn/,http://www.chicagoparkdistrict.com/parks/Senn-Playlot-Park/,Edgewater,Yes,PG,"5887 N. Ridge Ave. Chicago IL 60660
Chicago, IL 60660
(41.98885727, -87.66854095)",14,76,4451,539,16,40
Night Out: Movies in the Parks at Jackie Robinson,Spider Man 2,Jackie Robinson Park,60643,(312) 745-4041,07/06/2015 08:30:00 PM,07/06/2015 10:30:00 PM,Samuel Betts,samuel.betts@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jackie-Robinson1/,http://www.chicagoparkdistrict.com/parks/jackie-robinson-park/,Washington Heights,N/A,N/A,"10540 S. Morgan St. Chicago IL 60643
Chicago, IL 60643
(41.70248795, -87.64756012)",13,72,22212,595,22,45
Night Out: Movies in the Parks at Belmont Harbor,Stage Door,Lincoln Park,60614,(312) 742-7726 ,07/27/2015 08:30:00 PM,07/27/2015 10:15:00 PM,Lauren Quinn,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Belmont-Harbor5/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,NR,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Night Out: Movies in the Parks at Portage,Teenage Mutant Ninja Turtles (1990) ,Portage Park,60641,(773) 685-7235,06/17/2015 08:30:00 PM,06/17/2015 10:30:00 PM,Gonzalo Reyes,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,N/A,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)",21,15,22618,260,19,25
Night Out: Movies in the Parks at Broncho Billy,The Princess and the Frog,Broncho Billy Playlot Park,60640,(312) 742-7802 ,08/06/2015 08:30:00 PM,08/06/2015 10:07:00 PM,Robert Geraghty  (Gill Park),robert.geraghty@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Broncho-Billy2/,http://www.chicagoparkdistrict.com/parks/Broncho-Billy-Playlot-Park/,Uptown,N/A,G,"4437 N Magnolia Ave Chicago, IL 60640
Chicago, IL 60640
(41.96285248, -87.66093445)",15,31,22616,611,39,37
Night Out: Movies in the Parks at Margate,Annie (2014),Margate Park Fieldhouse,60640,(312) 742-7522 ,06/11/2015 08:30:00 PM,06/11/2015 10:28:00 PM,Jennifer Runge,jennifer.bice@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Margate1/,http://www.chicagoparkdistrict.com/parks/Margate-Park-Fieldhouse/,Uptown,Yes,PG,"4921 N. Marine Drive Chicago IL 60640
Chicago, IL 60640
(41.97209549, -87.64978027)",15,31,22616,635,16,40
Night Out: Movies in the Parks at Norwood,Big Hero 6,Norwood Park,60631,(773) 631-4893,08/07/2015 08:15:00 PM,08/07/2015 10:15:00 PM,Jennifer Pabst,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Norwood/,http://www.chicagoparkdistrict.com/parks/Norwood-Park/,Norwood Park,N/A,PG,"5801 N. Natoma Ave. Chicago IL 60631
Chicago, IL 60631
(41.98659134, -87.79413605)",17,36,22243,733,29,34
Night Out: Movies in the Parks at Hiawatha,Ferris Bueller's Day Off,Hiawatha Park,60634,(312) 746-5559 ,08/29/2015 08:00:00 PM,08/29/2015 09:43:00 PM,Larry Krawetz,lawrence.krawetz@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hiawatha1/,http://www.chicagoparkdistrict.com/parks/Hiawatha-Park/,Dunning,Yes,PG-13,"8029 W. Forest Preserve Dr. Chicago IL 60634
Chicago, IL 60634
(41.94418716, -87.82727814)",52,17,22254,413,19,39
Night Out: Movies in the Parks at Pasteur,Dolphin Tale 2,Pasteur Park,60629,(773) 284-0530,08/20/2015 08:00:00 PM,08/20/2015 09:47:00 PM,Andrea Ryniec,andrea.ryniec@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pasteur4/,http://www.chicagoparkdistrict.com/parks/Pasteur-Park/,West Elsdon,Yes,PG,"5825 S. Kostner Ave Chicago IL 60629
Chicago, IL 60629
(41.7871666, -87.7327652)",58,60,21867,773,15,23
Night Out: Movies in the Parks at Jonquil,X-Man: Days of Future Past,Jonquil Playlot Park,60614,(312) 742-7816 ,08/02/2015 08:00:00 PM,08/02/2015 10:42:00 PM,Matt Fontana  (Wrightwood Park),,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil10/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)",16,68,21190,795,34,16
Night Out: Movies in the Parks at Bradley,Annie (2014),Bradley Park,60617,(312) 747-6022,06/20/2015 08:30:00 PM,06/20/2015 10:28:00 PM,Cheryl Alli,cheryl.alli@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bradley/,http://www.chicagoparkdistrict.com/parks/Bradley-Park/,South Deering,Yes,PG,"9729 S Yates Ave Chicago, IL 60617
Chicago, IL 60617
(41.71809769, -87.56407166)",25,48,21202,527,47,43
Night Out: Movies in the Parks at Kosciuszko,Big Hero 6,Kosciuszko Park,60647,(312) 742-7546 ,07/31/2015 08:30:00 PM,07/31/2015 10:12:00 PM,Rebecca Tirado,rebecca.tirado@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kosciuszko3/,http://www.chicagoparkdistrict.com/parks/Kosciuszko-Park/,Logan Square,Yes,PG,"2732 N. Avers Ave. Chicago IL 60647
Chicago, IL 60647
(41.93063354, -87.72327423)",1,23,22535,107,17,15
Night Out: Movies in the Parks at Sauganash,The Sandlot,Sauganash Park,60646,(773) 685-6122,07/17/2015 08:30:00 PM,07/17/2015 10:11:00 PM,Kara Donaldson,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sauganash3/,http://www.chicagoparkdistrict.com/parks/Sauganash-Park/,Forest Glen,Yes,PG,"5861 N. Kostner Ave. Chicago IL 60646
Chicago, IL 60646
(41.98839951, -87.73739624)",18,12,22532,713,38,28
Night Out: Movies in the Parks at Marquette,The Lego Movie,Marquette Park,60629,(312) 747-6469,06/18/2015 08:30:00 PM,06/18/2015 10:10:00 PM,Doug Borders,doug.borders@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Marquette3/,http://www.chicagoparkdistrict.com/parks/Marquette-Park/,Chicago Lawn,Yes,PG,"6743 S. Kedzie Ave. Chicago IL 60629
Chicago, IL 60629
(41.77088165, -87.70292664)",58,64,21867,383,31,6
Night Out: Movies in the Parks at Bell,E.T. The Extra-Terrestrial,Bell Park,60634,(312) 746-5008,08/04/2015 08:30:00 PM,08/04/2015 10:30:00 PM,Amanda Burke ,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bell1/,http://www.chicagoparkdistrict.com/parks/Bell-Park/,Montclare,N/A,PG,"3020 N Oak Park Ave Chicago, IL 60634
Chicago, IL 60634
(41.93524551, -87.79602051)",52,18,22254,397,44,39
Night Out: Movies in the Parks at South Shore,Annie (2014),South Shore Cultural Center,60649,(773) 256-0149,08/12/2015 08:00:00 PM,08/12/2015 09:58:00 PM,Andrea Adams,andrea.adams@chicagopark.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore8/,http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/,South Shore,Yes,PG,"7059 S. South Shore Dr. Chicago IL 6064960649
(41.76674652, -87.56651306)",24,39,22538,142,33,32
Night Out: Movies in the Parks at Kenwood,Annie (2014),Kenwood Community Park,60615,(312) 747-6286,07/11/2015 08:30:00 PM,07/11/2015 10:28:00 PM,Kisha Taylor,kisha.taylor@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kenwood4/,http://www.chicagoparkdistrict.com/parks/Kenwood-Community-Park/,Kenwood,Yes,PG,"1330 E. 50th St. Chicago IL 60615
Chicago, IL 60615
(41.80422211, -87.59378815)",10,5,21192,356,10,1
Night Out: Movies in the Parks at Kosciuszko,A Latino Film Festival Selection,Kosciuszko Park,60647,(312) 742-7546 ,06/24/2015 08:30:00 PM,06/24/2015 10:30:00 PM,Rebecca Tirado,rebecca.tirado@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kosciuszko2/,http://www.chicagoparkdistrict.com/parks/Kosciuszko-Park/,Logan Square,Yes,NR,"2732 N. Avers Ave. Chicago IL 60647
Chicago, IL 60647
(41.93063354, -87.72327423)",1,23,22535,107,17,15
Night Out: Movies in the Parks at Lowe,Teenage Mutant Ninja Turtles (2014),Lowe Playground Park,60609,(312) 747-6445,07/29/2015 08:30:00 PM,07/29/2015 10:11:00 PM,David Reed ,david.reed@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lowe1/,http://www.chicagoparkdistrict.com/parks/Lowe-Playground-Park/,New City,Yes,PG-13,"5203 S. Lowe Ave. Chicago IL 60609
Chicago, IL 60609
(41.7997818, -87.64161682)",37,59,14924,84,9,12
Night Out: Movies in the Parks at Russell Square,Annie (2014),Russell Square Park,60617,(312) 747-6651,07/21/2015 08:30:00 PM,07/21/2015 10:30:00 PM,Demitrice Seaton,demitrice.seaton@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Russell-Square/,http://www.chicagoparkdistrict.com/parks/Russell-Square-Park/,South Chicago,N/A,PG,"3045 E. 83rd St. Chicago IL 60617
Chicago, IL 60617
(41.74466705, -87.54989624)",25,42,21202,506,47,43
Night Out: Movies in the Parks at Jesse White,Paddington,Jesse White Community Center and Fieldhouse,,  ,06/15/2015 08:30:00 PM,06/15/2015 10:05:00 PM,Lorrie Cardwell ,lorrie.cardwell@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jesse-White/,http://www.chicagoparkdistrict.com/parks/jesse-white-community-center-and-fieldhouse/,Near North Side,Yes,PG,"Chicago, IL
(41.89670305, -87.639184)",54,37,14926,652,46,41
Night Out: Movies in the Parks at Jackson,Mr. Smith Goes to Washington,Jackson Park,60637,(773) 256.0903 ,07/20/2015 08:30:00 PM,07/20/2015 10:39:00 PM,Bobbie Beckam,bobbie.beckam@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jackson1/,http://www.chicagoparkdistrict.com/parks/jackson-park/,Hyde Park,No,NR,"6401 S Stony Island Ave Chicago, IL 60637
Chicago, IL 60637
(41.77771378, -87.58693695)",60,9,22260,134,33,32
Night Out: Movies in the Parks at Winnemac,Teenage Mutant Ninja Turtles (2014),Winnemac Park,60625,(312) 742-5101,06/13/2015 08:30:00 PM,06/13/2015 10:11:00 PM,Lisa Ragucci,lisa.ragucci@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Winnemac1/,http://www.chicagoparkdistrict.com/parks/Winnemac-Park/,Lincoln Square,Yes,PG-13,"5101 N. Leavitt St., 60625
Chicago, IL 60625
(41.97232819, -87.68413544)",20,6,21849,106,24,13
Night Out: Movies in the Parks at Grant,Batman Returns,Grant Park,60602,(312) 742-3918,08/31/2015 08:00:00 PM,08/31/2015 10:06:00 PM,Jackie Guthrie   (Daley Bicentennial Park),jacqueline.guthrie@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Grant3/,http://www.chicagoparkdistrict.com/parks/grant-park/,Loop,,,"337 E. Randolph St. Chicago, IL 60602
Chicago, IL 60602
(41.88437653, -87.61938477)",41,38,14309,580,36,22
Night Out: Movies in the Parks at Williams,Sister Act,Williams (Daniel Hale) Park,60616,(312) 747-0229,08/07/2015 08:00:00 PM,08/07/2015 09:40:00 PM,Keith Jones,keith.jones@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Williams/,http://www.chicagoparkdistrict.com/parks/Williams-Daniel-Hale-Park/,Douglas,Yes,PG,"2710 S Dearborn Chicago IL 60616
Chicago, IL 60616
(41.8441925, -87.62886047)",40,1,21194,377,9,12
Night Out: Movies in the Parks at Piotrowski,The Boxtrolls,Piotrowski Park,60623,(312) 747-6608 ,07/08/2015 08:30:00 PM,07/08/2015 10:06:00 PM,Andrew Del Rivero ,andrew.delrivero@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Piotrowski4/,http://www.chicagoparkdistrict.com/parks/Piotrowski-Park/,South Lawndale,Yes,PG,"4247 W. 31st St. Chicago IL 60623
Chicago, IL 60623
(41.8367424, -87.730896)",57,32,21569,200,28,14
Night Out: Movies in the Parks at Cooper,Night at the Museum: Secret of the Tomb,Cooper Park,60643,(312) 747-6096,08/21/2015 08:00:00 PM,08/21/2015 09:38:00 PM,Heather Smith,heather.smith@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Cooper/,http://www.chicagoparkdistrict.com/parks/Cooper-Park/,Roseland,Yes,PG,"11712 S. Ada Street Chicago IL 60643
Chicago, IL 60643
(41.68196487, -87.65545654)",13,50,22212,642,22,45
Night Out: Movies in the Parks at Palmer,Annie (2014),Palmer Park,60628,(312) 747-6577,07/09/2015 08:30:00 PM,07/09/2015 10:28:00 PM,Targett Johnson,targett.johnson@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Palmer2/,http://www.chicagoparkdistrict.com/parks/Palmer-Park/,Roseland,Yes,PG,"201 E 111th St Chicago, IL 60628
Chicago, IL 60628
(41.69263077, -87.61819458)",19,45,21861,253,43,30
Night Out: Movies in the Parks at Dvorak,Into the Woods,Dvorak Park,60608,(312) 746-5083,06/19/2015 08:30:00 PM,06/19/2015 10:35:00 PM,Tony Segura,antonio.segura@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Dvorak3/,http://www.chicagoparkdistrict.com/parks/Dvorak-Park/,Lower West Side,Yes,PG,"1119 W. Cullerton St. Chicago IL 60608
Chicago, IL 60608
(41.85511398, -87.65414429)",43,33,14920,251,26,8
